"","name","decimalLatitude","decimalLongitude","scientificName","family","genus","species","year","month","day","recordedBy","identifiedBy","sex"
"2","Chiroptera",38.024639,-0.658044,"Chiroptera",NA,NA,NA,2018,1,4,"-542876060",NA,NA
"3","Miniopterus schreibersii",38.239153,-3.940206,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2018,1,30,"pfaucher",NA,NA
"4","Chiroptera",39.783215,2.787094,"Chiroptera",NA,NA,NA,2018,1,23,"-1653621184",NA,NA
"5","Miniopterus schreibersii",38.205702,-3.837779,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2018,2,3,"vmoser",NA,NA
"6","Pipistrellus",41.86,1.44,"Pipistrellus Kaup, 1829","Vespertilionidae","Pipistrellus",NA,2018,5,6,"https://natusfera.gbif.es/users/1036",NA,NA
"7","Chiroptera",39.322739,2.996173,"Chiroptera",NA,NA,NA,2018,7,31,"-2057092445",NA,NA
"8","Chiroptera",39.319027,2.991371,"Chiroptera",NA,NA,NA,2018,7,29,"-2057092445",NA,NA
"9","Chiroptera",39.32552,3.002819,"Chiroptera",NA,NA,NA,2018,8,18,"-2057092445",NA,NA
"10","Chiroptera",39.550117,2.734909,"Chiroptera",NA,NA,NA,2018,8,18,"-2057092445",NA,NA
"11","Chiroptera",39.322739,2.996173,"Chiroptera",NA,NA,NA,2018,8,2,"-2057092445",NA,NA
"12","Chiroptera",39.322739,2.996173,"Chiroptera",NA,NA,NA,2018,8,1,"-2057092445",NA,NA
"13","Plecotus austriacus",43.164814,-7.599229,"Plecotus austriacus (J.Fischer, 1829)","Vespertilionidae","Plecotus","Plecotus austriacus",2018,8,3,"Anxos Romeo Barreiro",NA,NA
"14","Chiroptera",39.464958,3.280277,"Chiroptera",NA,NA,NA,2018,9,19,"790589800",NA,NA
"15","Chiroptera",39.464958,3.280277,"Chiroptera",NA,NA,NA,2018,9,23,"790589800",NA,NA
"16","Chiroptera",36.22142,-6.062285,"Chiroptera",NA,NA,NA,2018,11,17,"-619538877",NA,NA
"17","Pipistrellus pygmaeus",40.659,0.676,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,1,7,NA,NA,NA
"18","Myotis daubentonii",42.151,2.765,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,2,17,NA,NA,NA
"19","Pipistrellus pipistrellus",41.619,2.683,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,2,17,NA,NA,NA
"20","Pipistrellus pygmaeus",41.283,2.063,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,2,22,NA,NA,NA
"21","Chiroptera",39.441696,-5.315301,"Chiroptera",NA,NA,NA,2017,3,11,"-194279275",NA,NA
"22","Rhinolophus hipposideros",42.625,1.336,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,3,22,NA,NA,NA
"23","Chiroptera",39.664104,-5.940943,"Chiroptera",NA,NA,NA,2017,3,7,"-194279275",NA,NA
"24","Chiroptera",36.717697,-4.423027,"Chiroptera",NA,NA,NA,2017,3,31,"-742136095",NA,NA
"25","Pipistrellus pipistrellus",41.619,2.671,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,3,7,NA,NA,NA
"26","Pipistrellus pygmaeus",41.663,2.442,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,4,8,NA,NA,NA
"27","Chiroptera",42.175819,3.095607,"Chiroptera",NA,NA,NA,2017,4,4,"-542876060",NA,NA
"28","Chiroptera",42.175762,3.095501,"Chiroptera",NA,NA,NA,2017,4,11,"-542876060",NA,NA
"29","Rhinolophus ferrumequinum",42.3,1.67,"Rhinolophus ferrumequinum (Schreber, 1774)","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",2017,4,29,"https://natusfera.gbif.es/users/489",NA,NA
"30","Chiroptera",42.189354,3.082867,"Chiroptera",NA,NA,NA,2017,4,8,"-542876060",NA,NA
"31","Chiroptera",39.319027,2.991371,"Chiroptera",NA,NA,NA,2017,5,7,"-91736799",NA,NA
"32","Pipistrellus pygmaeus",41.617,2.166,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,5,27,NA,NA,NA
"33","Pipistrellus pygmaeus",41.654,2.442,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,5,27,NA,NA,NA
"34","Pipistrellus pygmaeus",41.536,2.203,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,5,13,NA,NA,NA
"35","Rhinolophus hipposideros",42.476,0.999,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,5,20,NA,NA,NA
"36","Pipistrellus pygmaeus",41.645,2.406,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,5,27,NA,NA,NA
"37","Eptesicus serotinus",41.081,1.054,"Eptesicus serotinus (Schreber, 1774)","Vespertilionidae","Eptesicus","Eptesicus serotinus",2017,5,6,NA,NA,NA
"38","Pipistrellus pipistrellus",41.645,2.406,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,5,27,NA,NA,NA
"39","Pipistrellus pipistrellus",41.5,2.252,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,5,13,NA,NA,NA
"40","Pipistrellus pipistrellus",41.654,2.442,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,5,27,NA,NA,NA
"41","Eptesicus serotinus",41.645,2.406,"Eptesicus serotinus (Schreber, 1774)","Vespertilionidae","Eptesicus","Eptesicus serotinus",2017,5,27,NA,NA,NA
"42","Rhinolophus hipposideros",41.979,2.608,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,6,4,NA,NA,NA
"43","Pipistrellus pipistrellus",41.771,2.381,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,6,3,NA,NA,NA
"44","Pipistrellus pygmaeus",41.726,2.442,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,6,16,NA,NA,NA
"45","Eptesicus serotinus",41.527,2.18,"Eptesicus serotinus (Schreber, 1774)","Vespertilionidae","Eptesicus","Eptesicus serotinus",2017,6,2,NA,NA,NA
"46","Myotis daubentonii",41.979,2.608,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,6,4,NA,NA,NA
"47","Pipistrellus pipistrellus",41.771,2.393,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,6,4,NA,NA,NA
"48","Myotis daubentonii",41.771,2.381,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,6,3,NA,NA,NA
"49","Nyctalus leisleri",41.971,1.558,"Nyctalus leisleri (Kuhl, 1817)","Vespertilionidae","Nyctalus","Nyctalus leisleri",2017,7,26,NA,NA,NA
"50","Myotis emarginatus",42.063255,2.997487,"Myotis emarginatus (E.Geoffroy, 1806)","Vespertilionidae","Myotis","Myotis emarginatus",2017,7,24,"mammal",NA,NA
"51","Barbastella barbastellus",42.03,1.992,"Barbastella barbastellus (Schreber, 1774)","Vespertilionidae","Barbastella","Barbastella barbastellus",2017,7,29,NA,NA,NA
"52","Rhinolophus hipposideros",42.119,1.882,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,7,15,NA,NA,NA
"53","Pipistrellus pipistrellus",42.03,1.992,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,7,29,NA,NA,NA
"54","Pipistrellus kuhlii",41.838,1.754,"Pipistrellus kuhlii (Kuhl, 1817)","Vespertilionidae","Pipistrellus","Pipistrellus kuhlii",2017,7,15,NA,NA,NA
"55","Eptesicus serotinus",42.119,1.882,"Eptesicus serotinus (Schreber, 1774)","Vespertilionidae","Eptesicus","Eptesicus serotinus",2017,7,15,NA,NA,NA
"56","Myotis daubentonii",41.838,1.754,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,7,15,NA,NA,NA
"57","Eptesicus serotinus",42.03,1.992,"Eptesicus serotinus (Schreber, 1774)","Vespertilionidae","Eptesicus","Eptesicus serotinus",2017,7,29,NA,NA,NA
"58","Pipistrellus pipistrellus",41.971,1.558,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,7,26,NA,NA,NA
"59","Pipistrellus pipistrellus",41.942,2.343,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,7,29,NA,NA,NA
"60","Myotis daubentonii",41.819,1.032,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,7,19,NA,NA,NA
"61","Pipistrellus pygmaeus",42.304,3.152,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,7,31,NA,NA,NA
"62","Barbastella barbastellus",40.27,-4.98,"Barbastella barbastellus (Schreber, 1774)","Vespertilionidae","Barbastella","Barbastella barbastellus",2017,8,16,"https://natusfera.gbif.es/users/222",NA,NA
"63","Rhinolophus hipposideros",42.33,0.883,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,8,6,NA,NA,NA
"64","Pipistrellus pygmaeus",41.762,2.429,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,8,5,NA,NA,NA
"65","Pipistrellus pipistrellus",41.166,1.314,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,8,25,NA,NA,NA
"66","Hypsugo savii",42.448,1.56,"Hypsugo savii (Bonaparte, 1837)","Vespertilionidae","Hypsugo","Hypsugo savii",2017,8,30,NA,NA,NA
"67","Pipistrellus pygmaeus",41.663,2.298,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,8,25,NA,NA,NA
"68","Pipistrellus pygmaeus",41.654,2.298,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,8,25,NA,NA,NA
"69","Eptesicus serotinus",42.331,3.249,"Eptesicus serotinus (Schreber, 1774)","Vespertilionidae","Eptesicus","Eptesicus serotinus",2017,8,19,NA,NA,NA
"70","Barbastella barbastellus",42.448,1.56,"Barbastella barbastellus (Schreber, 1774)","Vespertilionidae","Barbastella","Barbastella barbastellus",2017,8,30,NA,NA,NA
"71","Eptesicus serotinus",41.545,2.251,"Eptesicus serotinus (Schreber, 1774)","Vespertilionidae","Eptesicus","Eptesicus serotinus",2017,8,11,NA,NA,NA
"72","Pipistrellus pygmaeus",41.771,2.381,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,8,5,NA,NA,NA
"73","Pipistrellus pipistrellus",41.082,0.638,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,8,14,NA,NA,NA
"74","Pipistrellus pygmaeus",41.545,2.239,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2017,8,11,NA,NA,NA
"75","Pipistrellus pipistrellus",42.448,1.56,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,8,30,NA,NA,NA
"76","Pipistrellus pipistrellus",41.489,0.707,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,8,5,NA,NA,NA
"77","Pipistrellus pipistrellus",41.762,2.429,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,8,5,NA,NA,NA
"78","Pipistrellus pipistrellus",42.051,0.892,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,8,22,NA,NA,NA
"79","Pipistrellus pipistrellus",42.331,3.249,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,8,19,NA,NA,NA
"80","Pipistrellus pipistrellus",41.707,2.225,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,9,1,NA,NA,NA
"81","Hypsugo savii",41.707,2.225,"Hypsugo savii (Bonaparte, 1837)","Vespertilionidae","Hypsugo","Hypsugo savii",2017,9,1,NA,NA,NA
"82","Rhinolophus hipposideros",42.072,1.689,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,11,26,NA,NA,NA
"83","Rhinolophus",41.86,2.66,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,11,22,"https://natusfera.gbif.es/users/2171",NA,NA
"84","Rhinolophus hipposideros",42.065,0.686,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,11,14,NA,NA,NA
"85","Barbastella barbastellus",42.034,0.953,"Barbastella barbastellus (Schreber, 1774)","Vespertilionidae","Barbastella","Barbastella barbastellus",2017,11,22,NA,NA,NA
"86","Rhinolophus hipposideros",42.043,0.977,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,11,22,NA,NA,NA
"87","Pipistrellus pipistrellus",41.628,2.707,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2017,12,23,NA,NA,NA
"88","Nyctalus leisleri",41.827,2.766,"Nyctalus leisleri (Kuhl, 1817)","Vespertilionidae","Nyctalus","Nyctalus leisleri",2016,1,5,NA,NA,NA
"89","Pipistrellus pipistrellus",40.813,0.706,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,1,8,NA,NA,NA
"90","Miniopterus schreibersii",39.11,-0.66,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2016,1,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"91","Rhinolophus ferrumequinum",39.11,-0.66,"Rhinolophus ferrumequinum (Schreber, 1774)","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",2016,1,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"92","Pipistrellus pipistrellus",41.749,1.84,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,1,26,NA,NA,NA
"93","Rhinolophus hipposideros",41.979,2.584,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2016,1,17,NA,NA,NA
"94","Rhinolophus euryale",39.22,-0.67,"Rhinolophus euryale Blasius, 1853","Rhinolophidae","Rhinolophus","Rhinolophus euryale",2016,1,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"95","Rhinolophus hipposideros",42.187,2.777,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2016,1,1,NA,NA,NA
"96","Pipistrellus pipistrellus",41.759,1.9,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,1,9,NA,NA,NA
"97","Rhinolophus hipposideros",42.241,2.716,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2016,2,6,NA,NA,NA
"98","Pipistrellus pipistrellus",41.862,2.669,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,2,19,NA,NA,NA
"99","Rhinolophus hipposideros",42.178,2.813,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2016,3,14,NA,NA,NA
"100","Pipistrellus pygmaeus",41.051,0.877,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,3,18,NA,NA,NA
"101","Rhinolophus hipposideros",42.026,1.605,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2016,3,20,NA,NA,NA
"102","Myotis daubentonii",42.133,2.753,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2016,3,17,NA,NA,NA
"103","Pipistrellus pygmaeus",41.881,3.127,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,4,20,NA,NA,NA
"104","Tadarida teniotis",38.27,-0.69,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2016,4,27,"J. M. P√©rez Garc√≠a","J. M. P√©rez Garc√≠a",NA
"105","Myotis blythii",40.971604,-5.657959,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2016,4,30,"melissadonnelly",NA,NA
"106","Pipistrellus pygmaeus",40.717,0.852,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,4,15,NA,NA,NA
"107","Pipistrellus kuhlii",42.302,2.364,"Pipistrellus kuhlii (Kuhl, 1817)","Vespertilionidae","Pipistrellus","Pipistrellus kuhlii",2016,4,21,NA,NA,NA
"108","Pipistrellus pygmaeus",41.506,1.844,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,4,17,NA,NA,NA
"109","Pipistrellus pipistrellus",42.115,2.777,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,4,7,NA,NA,NA
"110","Tadarida teniotis",38.26,-0.69,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2016,4,27,"J. M. P√©rez Garc√≠a","J. M. P√©rez Garc√≠a",NA
"111","Hypsugo savii",41.498,0.742,"Hypsugo savii (Bonaparte, 1837)","Vespertilionidae","Hypsugo","Hypsugo savii",2016,4,30,NA,NA,NA
"112","Pipistrellus pygmaeus",41.497,1.856,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,4,17,NA,NA,NA
"113","Pipistrellus pipistrellus",41.506,1.844,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,4,17,NA,NA,NA
"114","Myotis daubentonii",42.357,1.477,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2016,5,2,NA,NA,NA
"115","Tadarida teniotis",40.601441,-6.523132,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2016,5,4,"melissadonnelly",NA,NA
"116","Myotis emarginatus",40.977825,-5.649719,"Myotis emarginatus (E.Geoffroy, 1806)","Vespertilionidae","Myotis","Myotis emarginatus",2016,5,1,"melissadonnelly",NA,NA
"117","Rhinolophus ferrumequinum",40.971344,-5.662079,"Rhinolophus ferrumequinum (Schreber, 1774)","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",2016,5,4,"melissadonnelly",NA,NA
"118","Pipistrellus pygmaeus",41.282,1.251,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,5,20,NA,NA,NA
"119","Miniopterus schreibersii",40.889063,-5.768992,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2016,5,3,"melissadonnelly",NA,NA
"120","Rhinolophus hipposideros",41.952,2.596,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2016,5,1,NA,NA,NA
"121","Rhinolophus ferrumequinum",40.970104,-5.66354,"Rhinolophus ferrumequinum (Schreber, 1774)","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",2016,5,4,"melissadonnelly",NA,NA
"122","Tadarida teniotis",40.596489,-6.530342,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2016,5,4,"melissadonnelly",NA,NA
"123","Pipistrellus pipistrellus",41.214,1.539,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,5,12,NA,NA,NA
"124","Pipistrellus pipistrellus",41.943,1.487,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,6,3,NA,NA,NA
"125","Nyctalus leisleri",42.124,1.519,"Nyctalus leisleri (Kuhl, 1817)","Vespertilionidae","Nyctalus","Nyctalus leisleri",2016,6,8,NA,NA,NA
"126","Nyctalus leisleri",41.861,2.26,"Nyctalus leisleri (Kuhl, 1817)","Vespertilionidae","Nyctalus","Nyctalus leisleri",2016,6,30,NA,NA,NA
"127","Miniopterus schreibersii",39.06,-0.61,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"128","Myotis capaccinii",39.32,-0.8,"Myotis capaccinii (Bonaparte, 1837)","Vespertilionidae","Myotis","Myotis capaccinii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"129","Rhinolophus euryale",40.02,0.006,"Rhinolophus euryale Blasius, 1853","Rhinolophidae","Rhinolophus","Rhinolophus euryale",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"130","Myotis myotis",40.02,0.006,"Myotis myotis (Borkhausen, 1797)","Vespertilionidae","Myotis","Myotis myotis",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"131","Myotis myotis",39.66,-0.4,"Myotis myotis (Borkhausen, 1797)","Vespertilionidae","Myotis","Myotis myotis",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"132","Rhinolophus ferrumequinum",38.93,-0.27,"Rhinolophus ferrumequinum (Schreber, 1774)","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",2016,6,NA,"Centre de Recuperaci√≥ la Granja del Saler","Centre de Recuperaci√≥ la Granja del Saler",NA
"133","Rhinolophus hipposideros",41.216,1.05,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2016,6,30,NA,NA,NA
"134","Pipistrellus pipistrellus",42.678,0.712,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,6,22,NA,NA,NA
"135","Miniopterus schreibersii",40.02,0.006,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"136","Miniopterus schreibersii",38.93,-0.27,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"137","Pipistrellus pygmaeus",41.538416,2.10445,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,6,13,"xavi_jorda",NA,NA
"138","Myotis blythii",39.32,-0.8,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"139","Miniopterus schreibersii",39.66,-0.4,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"140","Rhinolophus hipposideros",40.814,0.327,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2016,6,9,NA,NA,NA
"141","Hypsugo savii",42.678,0.712,"Hypsugo savii (Bonaparte, 1837)","Vespertilionidae","Hypsugo","Hypsugo savii",2016,6,22,NA,NA,NA
"142","Pipistrellus pygmaeus",41.943,1.487,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,6,3,NA,NA,NA
"143","Hypsugo savii",42.607,0.764,"Hypsugo savii (Bonaparte, 1837)","Vespertilionidae","Hypsugo","Hypsugo savii",2016,6,24,NA,NA,NA
"144","Pipistrellus pygmaeus",42.124,1.519,"Pipistrellus pygmaeus (Leach, 1825)","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus",2016,6,8,NA,NA,NA
"145","Myotis myotis",39.32,-0.8,"Myotis myotis (Borkhausen, 1797)","Vespertilionidae","Myotis","Myotis myotis",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"146","Myotis blythii",40.02,0.006,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"147","Eptesicus serotinus",41.5384,2.104413,"Eptesicus serotinus (Schreber, 1774)","Vespertilionidae","Eptesicus","Eptesicus serotinus",2016,6,8,"xavi_jorda",NA,NA
"148","Miniopterus schreibersii",38.92,-0.57,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
"149","Pipistrellus pipistrellus",42.043,3.043,"Pipistrellus pipistrellus (Schreber, 1774)","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",2016,6,24,NA,NA,NA
"150","Nyctalus leisleri",42.607,0.764,"Nyctalus leisleri (Kuhl, 1817)","Vespertilionidae","Nyctalus","Nyctalus leisleri",2016,6,24,NA,NA,NA
"151","Myotis blythii",39.06,-0.61,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2016,6,NA,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA
