"","name","decimalLatitude","decimalLongitude","scientificName","family","genus","species","year","month","day","recordedBy","identifiedBy","sex"
"8280","Euchorthippus elegantulus",37.80329,-8.21652,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,22,"Silvia Pina","Silvia Pina","MALE"
"8281","Pezotettix giornae",37.69052,-8.02144,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,23,"Silvia Pina","Silvia Pina","FEMALE"
"8282","Tylopsis lilifolia",37.72251,-7.81603,"Tylopsis lilifolia (Fabricius, 1793)","Tettigoniidae","Tylopsis","Tylopsis lilifolia",2015,6,21,"Silvia Pina","Silvia Pina","MALE"
"8283","Euchorthippus elegantulus",37.79787,-8.18274,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,16,"Silvia Pina","Silvia Pina","FEMALE"
"8284","Omocestus panteli",37.80498,-8.21886,"Omocestus panteli (Bolívar & I., 1887)","Acrididae","Omocestus","Omocestus panteli",2015,6,22,"Silvia Pina","Silvia Pina","MALE"
"8285","Dociostaurus jagoi",37.78694,-8.1924,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,22,"Silvia Pina","Silvia Pina","MALE"
"8286","Oedipoda charpentieri",37.69052,-8.02144,"Oedipoda charpentieri Fieber, 1853","Acrididae","Oedipoda","Oedipoda charpentieri",2015,6,1,"Silvia Pina","Silvia Pina","MALE"
"8287","Tessellana tessellata",37.74429,-8.21516,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,16,"Silvia Pina","Silvia Pina","FEMALE"
"8288","Euchorthippus elegantulus",37.79787,-8.18274,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
"8289","Euchorthippus elegantulus",37.81958,-8.23756,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8290","Tessellana tessellata",37.7846,-8.27911,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
"8291","Euchorthippus elegantulus",37.84213,-8.12717,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8292","Platycleis affinis",37.84128,-8.12682,"Platycleis affinis Fieber, 1853","Tettigoniidae","Platycleis","Platycleis affinis",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8293","Calliptamus wattenwylianus",37.83031,-8.1915,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8294","Euchorthippus elegantulus",37.66277,-7.84405,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,19,"Silvia Pina","Silvia Pina","FEMALE"
"8295","Acrotylus patruelis",37.78719,-8.19478,"Acrotylus patruelis (Herrich-Schäffer, 1838)","Acrididae","Acrotylus","Acrotylus patruelis",2015,6,22,"Silvia Pina","Silvia Pina","FEMALE"
"8296","Calliptamus wattenwylianus",37.72089,-7.89048,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8297","Dociostaurus jagoi",37.72009,-7.891,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8298","Pezotettix giornae",37.72463,-7.81377,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8299","Chorthippus vagans",37.79876,-8.18261,"Chorthippus vagans (Eversmann, 1848)","Acrididae","Chorthippus","Chorthippus vagans",2015,6,16,"Silvia Pina","Silvia Pina","FEMALE"
"8300","Oedipoda caerulescens",37.87939,-8.13982,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8301","Oedipoda charpentieri",37.63064,-7.88731,"Oedipoda charpentieri Fieber, 1853","Acrididae","Oedipoda","Oedipoda charpentieri",2015,6,19,"Silvia Pina","Silvia Pina","FEMALE"
"8302","Calliptamus barbarus",37.63229,-7.88639,"Calliptamus barbarus (Costa & O.G., 1836)","Acrididae","Calliptamus","Calliptamus barbarus",2015,6,19,"Silvia Pina","Silvia Pina","MALE"
"8303","Euchorthippus elegantulus",37.84213,-8.12717,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8304","Calliptamus wattenwylianus",37.84306,-8.18661,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
"8305","Oedipoda caerulescens",37.72009,-7.891,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8306","Oedipoda caerulescens",37.74666,-8.21352,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
"8307","Euchorthippus elegantulus",37.7225,-7.88944,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8308","Euchorthippus elegantulus",37.88036,-8.14131,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8309","Calliptamus wattenwylianus",37.80264,-8.21573,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,1,"Silvia Pina","Silvia Pina","MALE"
"8310","Oedipoda caerulescens",37.82985,-8.19248,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8311","Dociostaurus jagoi",37.6363,-7.86775,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,19,"Silvia Pina","Silvia Pina","FEMALE"
"8312","Calliptamus barbarus",37.63581,-7.86773,"Calliptamus barbarus (Costa & O.G., 1836)","Acrididae","Calliptamus","Calliptamus barbarus",2015,6,19,"Silvia Pina","Silvia Pina","FEMALE"
"8313","Pezotettix giornae",37.61763,-7.9744,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8314","Dociostaurus jagoi",37.72169,-7.88996,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8315","Oedipoda charpentieri",37.72089,-7.89048,"Oedipoda charpentieri Fieber, 1853","Acrididae","Oedipoda","Oedipoda charpentieri",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8316","Dociostaurus genei",37.65144,-7.86203,"Dociostaurus genei (Ocskay, 1832)","Acrididae","Dociostaurus","Dociostaurus genei",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8317","Tessellana tessellata",37.87855,-8.14024,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8318","Dociostaurus genei",37.63747,-7.84728,"Dociostaurus genei (Ocskay, 1832)","Acrididae","Dociostaurus","Dociostaurus genei",2015,6,21,"Silvia Pina","Silvia Pina","MALE"
"8319","Dociostaurus jagoi",37.66856,-7.80611,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,23,"Silvia Pina","Silvia Pina","FEMALE"
"8320","Chorthippus vagans",37.87545,-8.14258,"Chorthippus vagans (Eversmann, 1848)","Acrididae","Chorthippus","Chorthippus vagans",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8321","Calliptamus wattenwylianus",37.78493,-8.27573,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
"8322","Dociostaurus jagoi",37.86898,-8.11701,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,22,"Silvia Pina","Silvia Pina","FEMALE"
"8323","Dociostaurus jagoi",37.88137,-8.14132,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8324","Tessellana tessellata",37.88251,-8.14164,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8325","Dociostaurus jagoi",37.84299,-8.12752,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8326","Oedipoda caerulescens",37.88251,-8.14164,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8327","Dociostaurus genei",37.62981,-7.88775,"Dociostaurus genei (Ocskay, 1832)","Acrididae","Dociostaurus","Dociostaurus genei",2015,6,19,"Silvia Pina","Silvia Pina","MALE"
"8328","Calliptamus barbarus",37.61919,-7.97567,"Calliptamus barbarus (Costa & O.G., 1836)","Acrididae","Calliptamus","Calliptamus barbarus",2015,6,21,"Silvia Pina","Silvia Pina","MALE"
"8329","Calliptamus wattenwylianus",37.71875,-7.81114,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8330","Calliptamus barbarus",37.72463,-7.81377,"Calliptamus barbarus (Costa & O.G., 1836)","Acrididae","Calliptamus","Calliptamus barbarus",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8331","Calliptamus wattenwylianus",37.65291,-7.86342,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8332","Pezotettix giornae",37.8194,-8.2385,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8333","Dociostaurus jagoi",37.87771,-8.14066,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8334","Dociostaurus jagoi",37.87467,-8.14316,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8335","Pezotettix giornae",37.86876,-8.11811,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,22,"Silvia Pina","Silvia Pina","FEMALE"
"8336","Oedipoda caerulescens",37.632,-7.84806,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,21,"Silvia Pina","Silvia Pina","MALE"
"8337","Pezotettix giornae",37.84537,-8.18483,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,16,"Silvia Pina","Silvia Pina","FEMALE"
"8338","Pezotettix giornae",37.79876,-8.18261,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,16,"Silvia Pina","Silvia Pina","FEMALE"
"8339","Dociostaurus jagoi",37.63661,-7.84759,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8340","Dociostaurus jagoi",37.63661,-7.84759,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,21,"Silvia Pina","Silvia Pina","MALE"
"8341","Tessellana tessellata",37.6185,-7.97471,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8342","Dociostaurus jagoi",37.68927,-8.02308,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,23,"Silvia Pina","Silvia Pina","MALE"
"8343","Oedaleus decorus",37.78719,-8.19478,"Oedaleus decorus (Germar, 1825)","Acrididae","Oedaleus","Oedaleus decorus",2015,6,22,"Silvia Pina","Silvia Pina","MALE"
"8344","Dociostaurus jagoi",37.68989,-8.02226,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,23,"Silvia Pina","Silvia Pina","MALE"
"8345","Dociostaurus genei",37.67023,-7.80526,"Dociostaurus genei (Ocskay, 1832)","Acrididae","Dociostaurus","Dociostaurus genei",2015,6,23,"Silvia Pina","Silvia Pina","MALE"
"8346","Sphingonotus lluciapomaresi",37.632,-7.84806,"Sphingonotus lluciapomaresi (Defaut, 2005)","Acrididae","Sphingonotus","Sphingonotus lluciapomaresi",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8347","Pezotettix giornae",37.72089,-7.89048,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8348","Dociostaurus maroccanus",37.70434,-7.95588,"Dociostaurus maroccanus (Thunberg, 1815)","Acrididae","Dociostaurus","Dociostaurus maroccanus",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8349","Calliptamus wattenwylianus",37.87467,-8.14316,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8350","Tessellana tessellata",37.87687,-8.14108,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8351","Dociostaurus jagoi",37.70699,-7.95661,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8352","Pezotettix giornae",37.5784,-8.17449,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8353","Calliptamus wattenwylianus",37.80329,-8.21652,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,1,"Silvia Pina","Silvia Pina","MALE"
"8354","Tylopsis lilifolia",37.88251,-8.14164,"Tylopsis lilifolia (Fabricius, 1793)","Tettigoniidae","Tylopsis","Tylopsis lilifolia",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8355","Euchorthippus elegantulus",37.88251,-8.14164,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8356","Tessellana tessellata",37.84459,-8.12894,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8357","Tessellana tessellata",37.63581,-7.86773,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,19,"Silvia Pina","Silvia Pina","MALE"
"8358","Dociostaurus genei",37.66277,-7.84405,"Dociostaurus genei (Ocskay, 1832)","Acrididae","Dociostaurus","Dociostaurus genei",2015,6,19,"Silvia Pina","Silvia Pina","MALE"
"8359","Oedipoda caerulescens",37.66221,-7.84494,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,19,"Silvia Pina","Silvia Pina","MALE"
"8360","Calliptamus barbarus",37.57853,-8.17223,"Calliptamus barbarus (Costa & O.G., 1836)","Acrididae","Calliptamus","Calliptamus barbarus",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8361","Acrotylus patruelis",37.86855,-8.11922,"Acrotylus patruelis (Herrich-Schäffer, 1838)","Acrididae","Acrotylus","Acrotylus patruelis",2015,6,22,"Silvia Pina","Silvia Pina","MALE"
"8362","Dociostaurus jagoi",37.63487,-7.8482,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,21,"Silvia Pina","Silvia Pina","MALE"
"8363","Euchorthippus elegantulus",37.84299,-8.12752,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8364","Dociostaurus jagoi",37.66277,-7.84405,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,19,"Silvia Pina","Silvia Pina","MALE"
"8365","Dociostaurus maroccanus",37.74351,-8.21573,"Dociostaurus maroccanus (Thunberg, 1815)","Acrididae","Dociostaurus","Dociostaurus maroccanus",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
"8366","Dociostaurus jagoi",37.87771,-8.14066,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,15,"Silvia Pina","Silvia Pina","FEMALE"
"8367","Oedipoda caerulescens",37.6363,-7.86775,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,19,"Silvia Pina","Silvia Pina","FEMALE"
"8368","Calliptamus wattenwylianus",37.67107,-7.80484,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,23,"Silvia Pina","Silvia Pina","FEMALE"
"8369","Euchorthippus elegantulus",37.88417,-8.14084,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8370","Dociostaurus jagoi",37.63574,-7.84789,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8371","Pezotettix giornae",37.68865,-8.0239,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,23,"Silvia Pina","Silvia Pina","MALE"
"8372","Calliptamus wattenwylianus",37.78719,-8.19478,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,22,"Silvia Pina","Silvia Pina","MALE"
"8373","Tessellana tessellata",37.65357,-7.8642,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8374","Euchorthippus elegantulus",37.79608,-8.18298,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
"8375","Tessellana tessellata",37.70877,-7.9569,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8376","Calliptamus wattenwylianus",37.57833,-8.17562,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8377","Calliptamus wattenwylianus",37.88137,-8.14132,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8378","Tessellana tessellata",37.88137,-8.14132,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8379","Tylopsis lilifolia",37.88417,-8.14084,"Tylopsis lilifolia (Fabricius, 1793)","Tettigoniidae","Tylopsis","Tylopsis lilifolia",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8380","Dociostaurus jagoi",37.6334,-7.86928,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,19,"Silvia Pina","Silvia Pina","FEMALE"
"8381","Calliptamus barbarus",37.61763,-7.9744,"Calliptamus barbarus (Costa & O.G., 1836)","Acrididae","Calliptamus","Calliptamus barbarus",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8382","Dociostaurus jagoi",37.61676,-7.97409,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,21,"Silvia Pina","Silvia Pina","FEMALE"
"8383","Dociostaurus jagoi",37.71957,-7.81324,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8384","Calliptamus wattenwylianus",37.74351,-8.21573,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
"8385","Calliptamus wattenwylianus",37.7225,-7.88944,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8386","Oedipoda caerulescens",37.87687,-8.14108,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8387","Dociostaurus genei",37.63064,-7.88731,"Dociostaurus genei (Ocskay, 1832)","Acrididae","Dociostaurus","Dociostaurus genei",2015,6,19,"Silvia Pina","Silvia Pina","FEMALE"
"8388","Dociostaurus jagoi",37.87623,-8.14201,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8389","Calliptamus wattenwylianus",37.57859,-8.1711,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8390","Calliptamus wattenwylianus",37.88251,-8.14164,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,20,"Silvia Pina","Silvia Pina","MALE"
"8391","Dociostaurus maroccanus",37.68989,-8.02226,"Dociostaurus maroccanus (Thunberg, 1815)","Acrididae","Dociostaurus","Dociostaurus maroccanus",2015,6,1,"Silvia Pina","Silvia Pina","FEMALE"
"8392","Calliptamus wattenwylianus",37.7233,-7.88892,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8393","Sphingonotus lluciapomaresi",37.65226,-7.86264,"Sphingonotus lluciapomaresi (Defaut, 2005)","Acrididae","Sphingonotus","Sphingonotus lluciapomaresi",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8394","Oedipoda caerulescens",37.87855,-8.14024,"Oedipoda caerulescens (Linnaeus, 1758)","Acrididae","Oedipoda","Oedipoda caerulescens",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8395","Dociostaurus maroccanus",37.87939,-8.13982,"Dociostaurus maroccanus (Thunberg, 1815)","Acrididae","Dociostaurus","Dociostaurus maroccanus",2015,6,15,"Silvia Pina","Silvia Pina","MALE"
"8396","Tessellana tessellata",37.66776,-7.80663,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,23,"Silvia Pina","Silvia Pina","FEMALE"
"8397","Euchorthippus elegantulus",37.78661,-8.19131,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,22,"Silvia Pina","Silvia Pina","FEMALE"
"8398","Calliptamus wattenwylianus",37.63661,-7.84759,"Calliptamus wattenwylianus Pantel, 1896","Acrididae","Calliptamus","Calliptamus wattenwylianus",2015,6,21,"Silvia Pina","Silvia Pina","MALE"
"8399","Dociostaurus maroccanus",37.69052,-8.02144,"Dociostaurus maroccanus (Thunberg, 1815)","Acrididae","Dociostaurus","Dociostaurus maroccanus",2015,6,1,"Silvia Pina","Silvia Pina","MALE"
"8400","Tessellana tessellata",37.72169,-7.88996,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8401","Euchorthippus elegantulus",37.7846,-8.27911,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,16,"Silvia Pina","Silvia Pina","FEMALE"
"8402","Tessellana tessellata",37.83076,-8.19052,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8403","Tessellana tessellata",37.84213,-8.12717,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8404","Pezotettix giornae",37.80458,-8.2181,"Pezotettix giornae (Rossi, 1794)","Acrididae","Pezotettix","Pezotettix giornae",2015,6,22,"Silvia Pina","Silvia Pina","FEMALE"
"8405","Tylopsis lilifolia",37.86855,-8.11922,"Tylopsis lilifolia (Fabricius, 1793)","Tettigoniidae","Tylopsis","Tylopsis lilifolia",2015,6,22,"Silvia Pina","Silvia Pina","MALE"
"8406","Dociostaurus jagoi",37.69052,-8.02144,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,23,"Silvia Pina","Silvia Pina","FEMALE"
"8407","Oedipoda charpentieri",37.7233,-7.88892,"Oedipoda charpentieri Fieber, 1853","Acrididae","Oedipoda","Oedipoda charpentieri",2015,6,18,"Silvia Pina","Silvia Pina","FEMALE"
"8408","Dociostaurus jagoi",37.65226,-7.86264,"Dociostaurus jagoi Soltani, 1978","Acrididae","Dociostaurus","Dociostaurus jagoi",2015,6,18,"Silvia Pina","Silvia Pina","MALE"
"8409","Euchorthippus elegantulus",37.80329,-8.21652,"Euchorthippus elegantulus Zeuner, 1940","Acrididae","Euchorthippus","Euchorthippus elegantulus",2015,6,1,"Silvia Pina","Silvia Pina","MALE"
"8410","Chorthippus vagans",37.84299,-8.12752,"Chorthippus vagans (Eversmann, 1848)","Acrididae","Chorthippus","Chorthippus vagans",2015,6,20,"Silvia Pina","Silvia Pina","FEMALE"
"8411","Tessellana tessellata",37.74507,-8.21458,"Tessellana tessellata (Charpentier, 1825)","Tettigoniidae","Tessellana","Tessellana tessellata",2015,6,16,"Silvia Pina","Silvia Pina","MALE"
